,Unnamed: 0,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_sigma5d_max,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,radial_velocity,radial_velocity_error,l,b,fidelity_v2,X,Y,Z,v_a_lsr,v_d_lsr,U,V,W,mag_abs_g,bp_rp,g_rp,region,cluster_label_group_0,cluster_label_group_1,cluster_label_group_2,cluster_label_group_3,cluster_label_group_4,cluster_label_group_5,cluster_label_group_6,cluster_label_group_7,cluster_label_group_8,cluster_label_group_9
177085,177085,3336647048724230528,87.5479641286227,0.07143935,10.1298532269625,0.058374606,3.468388835440597,0.08544846,7.522641,-1.6220086987442437,0.090005584,-7.345694013890013,0.059182703,-0.14067966,0.019847114,0.047371175,0.19718146,-0.40021566,0.16045618,-0.4298307,0.15366128,0.12988621,-0.19012049,0.12699477,1.1208488,3228.903565882443,4.0283394,16.91473,602.0527157542591,14.321126,18.389456,4129.610826696769,12.283462,15.708122,,,196.7754634612205,-8.693844329705902,1.0,-272.8766327866024,-82.25885038706656,-43.58063163287643,-2.075051932070085,-0.1526904747972338,,,,9.615368897913662,2.681334,1.2066079999999992,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177089,177089,3336648423113734400,87.7028947451721,0.016778704,10.066964869103233,0.0142081315,3.763229877073519,0.020161113,6.845463,-3.3828120253190828,0.024212353,-5.951213730427701,0.016721461,-0.056015015,-0.041937664,-0.1863336,0.16996711,-0.3869817,0.07142644,-0.4351886,0.2668464,0.17067704,-0.032049455,0.03393565,0.96619326,53583.87446321874,56.10546,13.864781,16310.709647382022,85.637245,14.80736,55108.94801843511,140.99956,12.89484,14.643719,7.656872,196.90716941737816,-8.592524144306699,1.0,-251.38995748862604,-76.41249876480329,-39.70161090906375,-4.074534110578068,2.3738592227614363,-11.513216447777596,-8.101222545918846,-9.51905624435368,6.742584740144753,1.9125199999999989,0.9699410000000004,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
177112,177112,3336657494085041920,87.33382014048921,0.056959074,10.083820770795972,0.05075904,3.118040318585177,0.069138154,4.3952527,-0.55182242976657,0.07649997,-4.3604744333945495,0.056769576,-0.20394668,0.07223524,0.053573593,0.177369,-0.48600158,0.22115558,-0.4115833,-0.08443939,0.26823986,-0.28694266,0.1119396,1.0060632,4013.642036715094,3.1821358,16.67852,995.39320712013,9.488678,17.843555,4493.659149935307,12.69676,15.616395,,,196.7100338749497,-8.899716997011414,1.0,-303.4730353825569,-91.10424021115732,-49.616248660368576,-0.7591371746393348,3.245696983694648,,,,9.147928633202294,2.227159999999998,1.0621249999999982,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177114,177114,3336657803323784192,87.40980692774274,0.14826089,10.11624310943263,0.12199455,2.7499742063443526,0.1781301,5.6786556,-2.124489763317305,0.18732448,-5.266276764798479,0.12729426,-0.06324324,0.02896195,0.028514365,0.22070506,-0.38683894,0.19369677,-0.4554587,0.21278864,0.24547592,-0.15329242,0.26437718,3.8626635,7319.101054342432,24.43673,16.026222,1289.5006164489123,17.082653,17.562489,10220.91484180075,43.619186,14.724171,,,196.7191432120145,-8.81868233585605,0.66845703,-344.150352345053,-103.37543969311248,-55.74889213680997,-3.5604147530667696,0.8054764338780895,,,,8.22286510170613,2.8383179999999992,1.3020510000000003,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
177159,177159,3336673299563944064,87.59013909274788,0.076389216,10.427768324888882,0.061989117,4.631213117526879,0.083541535,7.8751817,-3.981369095451368,0.10487882,-6.7946438955850645,0.07413379,-0.079275385,0.08413352,0.0035545244,0.07103454,-0.26872087,0.1314976,-0.3615888,-0.04686077,0.11606971,-0.2227624,0.14886637,1.1805929,3295.474985806097,5.8896365,16.892572,386.9124464982914,17.764454,18.86951,4719.500765948326,18.910238,15.563155,,,196.5346780358689,-8.510010354553799,1.0,-204.71805663304184,-60.77507481660926,-31.95321763264547,-3.9212265878865966,3.010529139550336,,,,10.221045833317866,3.306354999999998,1.3294170000000012,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177164,177164,3336674467795056512,87.516956678588,0.052005865,10.454705182666922,0.041249868,3.06850774286884,0.060009293,2.945541,-1.0539943697036538,0.08034299,-2.7505102445548264,0.047375165,-0.012980315,-0.05883708,0.07017972,-0.04286225,-0.33211747,0.036305115,-0.48384994,-0.053610753,0.20942166,-0.16426602,0.111993656,0.9081972,4933.783880733742,3.377309,16.454416,1345.7765329732802,12.479948,17.51611,5308.050262313052,12.824171,15.435558,,,196.47490006890968,-8.559108820226626,1.0,-309.0310393194614,-91.391960465164,-48.50227333965828,-1.4954231637035331,5.723369499795414,,,,8.889052117456064,2.080552000000001,1.018857999999998,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177178,177178,3336679969650514304,86.77451262415104,0.06058527,10.043862595833891,0.04060823,3.3803609485685846,0.074486546,6.7133393,-5.7469613723281645,0.08644334,-3.470066438635982,0.05046093,0.22292933,-0.29255843,0.3518182,-0.12577574,-0.40068424,0.27612308,-0.64975137,-0.23409168,0.5300038,-0.1925287,0.12521996,1.0437195,4373.778199051296,2.9259162,16.585224,1089.4566945488082,6.666178,17.745518,4914.653197915576,13.558555,15.519163,,,196.46754542622023,-9.397266215391127,1.0,-279.8845709794302,-82.73319925468698,-48.30219286120523,-8.141491130948333,4.998279170403428,,,,9.230039379497931,2.226355,1.0660609999999997,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177224,177224,3336695461596180992,86.77112300739635,0.09760012,10.21139162423668,0.07689292,3.3475070559833053,0.106259584,5.223431,-2.108739991773759,0.11586662,-4.778854153113715,0.08566437,-0.26683605,-0.07295025,-0.2629398,0.19819778,-0.16364004,0.2435848,-0.7003502,0.0023649745,0.2902974,-0.30015185,0.17450272,0.9134529,1712.813794314434,2.3946955,17.603092,276.1256420654253,10.205458,19.235775,2337.427155745788,14.679229,16.32605,,,196.31870788779773,-9.316581181861803,1.0,-282.9131919842893,-82.82992239624258,-48.361171797940656,-3.069414171762379,3.141253531247061,,,,10.226699505524614,2.9097250000000017,1.2770420000000016,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
177229,177229,3336696389309522816,86.76436506334035,0.25426027,10.238647566284412,0.19859585,3.2512499367943404,0.2866249,5.254664,-2.184936821898529,0.3112145,-4.778864191005213,0.2240688,-0.068422265,-0.09813143,-0.12171889,0.008417911,-0.14104182,0.07208446,-0.6290973,0.09525195,0.23841888,-0.16144519,0.43922383,0.98181045,370.8067033491572,1.0960424,19.264498,43.35051719547454,4.1953487,21.246056,556.9588584156979,6.01218,17.883337,,,196.29141039147208,-9.308740481299049,0.9951172,-291.33630901827354,-85.14532246907817,-49.75142623640782,-3.2708810904424643,2.9480518058756293,,,,11.824749783805313,3.3627189999999985,1.3811609999999988,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
177234,177234,3336697974153432192,86.5530561997128,0.04579776,10.18855895156967,0.03482525,4.883138822838466,0.059107937,1.9469296,-1.724001877441976,0.06771007,-0.9046283611507064,0.039118752,0.030059937,0.016088653,-0.0446737,0.03511256,-0.25215027,0.23994471,-0.7744269,-0.3021465,0.37617385,-0.2375126,0.09691501,1.0245954,4991.655441816036,2.7908227,16.441755,1118.0377452005523,8.021559,17.717402,6186.764441699273,11.726141,15.269237,,,196.2300986043207,-9.513917876128968,1.0,-193.920477310436,-56.44961403003524,-33.8485440429217,-1.8199880993243984,9.024396437900084,,,,9.88525035512501,2.4481649999999995,1.1725180000000002,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177292,177292,3336716043079670016,87.08360051878698,0.0585396,10.37041964274811,0.051187575,3.697274245763917,0.074327946,5.683135,-2.2561782587820565,0.06784211,-5.216098360656946,0.054307595,-0.2647607,0.23177312,-0.123769544,0.26642713,-0.4415553,0.090079665,-0.5734046,0.24583277,0.32100284,-0.1362586,0.09740866,0.964208,4548.658582163301,8.225744,16.542658,759.6648468428859,16.113005,18.136988,5929.666272852554,26.714136,15.31532,,,196.3343621511703,-8.970782148018035,1.0,-256.37764957854506,-75.13703526834422,-42.17451075968607,-2.885431270120829,3.2627016952247723,,,,9.382066328067848,2.821667999999999,1.2273379999999996,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
177349,177349,3336735181454096640,87.05658292127681,0.06083263,10.613680660407118,0.050186444,2.569084175662929,0.06730266,5.4208307,-2.217207118449982,0.081702895,-4.9466552042718615,0.05840509,-0.2195555,0.13287885,-0.111231014,0.064252086,-0.28159162,0.05813581,-0.43729854,0.0427891,0.18513912,-0.30939397,0.11828542,1.0205904,3273.8578187523785,3.6340988,16.899717,574.8625507719833,13.3634205,18.439632,4127.570644279545,20.57881,15.708659,,,196.10749252181392,-8.87254897863951,1.0,-369.488279165369,-106.69969831826508,-60.03578430522143,-4.091679960136575,0.8867945954355753,,,,8.948608670469568,2.7309729999999988,1.1910579999999982,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177366,177366,3336740820747029248,87.10109907801612,0.012685087,10.599493890513337,0.010423887,4.888190042593783,0.013703932,9.294024,0.4623373596428487,0.017060457,-9.282518173497618,0.012608689,-0.27156702,0.12979896,-0.19951335,0.15576836,-0.27600366,0.13004036,-0.42095754,0.1273413,0.08624613,-0.35208967,0.025301313,1.1107017,204258.17526751844,59.668953,12.411919,95483.71549614424,84.53502,12.888719,153914.98881326083,85.83797,11.779694,49.684467,0.64219964,196.1420215433602,-8.84169731422458,1.0,-194.1742755832783,-56.19985372943648,-31.44414189427206,0.4607683936235028,1.0086346121088647,-44.32164138628919,-21.18428716599872,-11.68766182215442,5.857659410114184,1.1090250000000008,0.632225,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177378,177378,3336746180866865920,87.93010991534017,0.016967094,10.309109879490371,0.012863404,3.2109607873128727,0.019515691,5.144657,-3.254816805022657,0.024766698,-3.984176824311125,0.014774094,-0.005637067,-0.13983926,0.25382003,-0.01992133,-0.3426316,0.10763031,-0.4324099,-0.14564085,0.24799423,-0.16258883,0.034963574,0.97262305,57241.062103812816,10.383005,13.7930975,25515.773638647635,34.04562,14.321521,44850.67866565674,31.97734,13.118473,-9.720945,3.5049534,196.80638094696448,-8.278349098295838,1.0,-295.02465587526206,-89.1090812874156,-44.84085482129532,-4.552670460694571,4.052080005897436,10.975926680188424,0.4593975532622694,-5.612735179642421,6.326272509679875,1.2030480000000008,0.6746245000000002,4.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
177400,177400,3336752503058486912,87.95060451478119,0.0274941,10.43649973351185,0.020688336,2.671780808174007,0.029573083,5.945198,-2.8847785381136184,0.032246105,-5.198406898888164,0.02226273,-0.09392966,-0.114118405,0.13742745,0.32877508,-0.28597203,0.39698043,-0.44043073,0.03669281,0.29738182,-0.15918438,0.046244558,0.9745691,2832009.241365449,974.3562,9.55713,2044496.6919867613,1255.373,9.562077,1225398.7989144044,677.6463,9.527202,18.186865,4.884398,196.7046118576288,-8.197786827018442,1.0,-354.82412761750965,-106.48351207903691,-53.369145472969535,-4.8599040054817575,0.744129541694555,-14.435084705020577,-10.054271569636658,-11.513945476356827,1.691134129599071,0.0348749999999995,0.0299279999999999,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177404,177404,3336754491626750464,88.11676879906408,0.036680408,10.41018201227083,0.030052645,3.1503012681974805,0.040540587,5.5016255,-2.334393343256046,0.043206003,-4.98181628305221,0.031250007,-0.3939448,0.26226026,-0.00038422266,0.2482402,-0.3978553,0.17388788,-0.42636904,-0.15259735,0.17756984,-0.13246186,0.06128605,0.97531384,12849.369248493604,14.700978,15.415162,3600.090932726544,25.964643,16.447758,13801.01366258331,76.7575,14.398118,53.60604,9.268831,196.8093727862997,-8.068774182822313,1.0,-300.8586772308538,-90.88832939605672,-44.55498065606825,-3.206107799315235,2.463994662606684,-48.51697434678804,-19.65048658958573,-14.216378713324648,7.906922440153345,2.04964,1.0170440000000005,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177407,177407,3336755286197518336,88.00752299294746,0.09871413,10.41478673605169,0.08116816,2.82326600967104,0.11306365,5.756492,-2.933765747489937,0.11971321,-4.952799157478517,0.08081055,-0.18142687,-0.0831795,0.05902509,0.17744064,-0.29709738,0.116419755,-0.51423687,-0.039509512,0.100362815,-0.054841988,0.1663389,1.0164833,2205.945128888331,3.3057961,17.32838,389.6078250148696,8.319564,18.861973,2823.4294618344607,12.703346,16.120953,,,196.7516595032921,-8.159887008312129,1.0,-335.73473706888655,-101.05533000377513,-50.27365807154304,-4.651038543758778,1.645665705528392,,,,9.582138997694582,2.741019999999999,1.2074269999999991,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177411,177411,3336755904672800896,88.03224028973712,0.03327164,10.471378981959823,0.03355945,3.688574884189909,0.048266377,6.963026,-3.5499120705780585,0.03766557,-5.990146588634046,0.02679017,-0.29242203,0.10376137,0.0258711,0.29538187,-0.6768636,0.20509969,-0.6226473,-0.08678348,0.34266284,-0.1690345,0.05632752,1.0823549,20493.787285279617,33.124794,14.908311,6041.0552226489335,46.93521,15.88576,21430.635491010955,130.09726,13.920308,54.197132,9.348692,196.7141260279961,-8.11076466998348,1.0,-257.0562874728288,-77.18969692912009,-38.24978365068729,-4.280135959659811,2.278212616153016,-49.06280608949627,-19.361455883030736,-15.342221770601975,7.742604023912122,1.965451999999999,0.9880029999999992,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
177456,177456,3336771366554856960,87.72135108757946,0.026531894,10.626387257014226,0.020562828,2.544241230334071,0.028482929,5.5345078,-2.568878409703842,0.03726344,-4.90220772437958,0.025860846,-0.32990187,-0.024460923,-0.002036977,0.124369025,-0.19305548,0.1892984,-0.4631912,-0.17895554,0.22973911,-0.42004353,0.055353492,1.0787293,26463.01316017808,41.310482,14.630769,9209.604713312929,56.16457,15.427939,25145.281672200814,144.21446,13.746755,20.470655,9.08392,196.4250895436735,-8.29944368532793,1.0,-373.0561377730889,-109.9739672503176,-56.73461642506393,-4.5942975137602255,0.8836084600650168,-16.65600868382595,-10.701303811212735,-11.551803689250182,6.658560431179424,1.681184,0.8840140000000005,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177483,177483,3336780845545987584,88.29244419379171,0.01758323,10.552243528956962,0.014637668,4.21406720066891,0.019166972,8.624595,-5.235795591359395,0.025495004,-6.853471860814703,0.01858027,-0.059420604,0.15809134,-0.1676822,0.02145813,-0.22251724,0.04466186,-0.34662056,-0.13551493,-0.105015635,0.10793149,0.035676997,1.6347523,334928.9440039829,394.08228,11.874985,168024.64922076417,662.213,12.275109,238712.27220472225,753.60626,11.303208,20.488886,1.5136769,196.770844095283,-7.848397212703572,1.0,-225.078920290501,-67.83040177575256,-32.40393429354356,-5.532336986207226,2.2879714286770576,-17.171293304159004,-9.13808223302453,-11.643206970958223,4.998492284560436,0.9719010000000008,0.5717770000000009,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177497,177497,3336784418959149696,88.30777690152388,0.11073345,10.690782720058715,0.09351334,4.19470034514662,0.12774582,8.923648,-1.7708729062023922,0.15060884,-8.746170199261101,0.10990265,0.02413063,0.04764558,-0.11578276,0.14296973,-0.38249213,0.11671227,-0.384037,0.07355628,0.10177282,0.030342212,0.20913218,0.9120387,1376.9326896673062,2.0170777,17.840086,208.969956831288,11.282275,19.538332,1866.972880412192,16.972836,16.570051,,,196.65677554009773,-7.766857633429233,1.0,-226.29747745650712,-67.70647742853518,-32.21741823427077,-1.6393481304416464,0.1496839362952953,,,,10.953590708901654,2.968281000000001,1.270035,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177503,177503,3336788099747201920,88.20459702728047,0.032383118,10.722296595315436,0.02792046,2.68239991435422,0.038271386,6.878199,-3.427936382210494,0.041950714,-5.963126446004558,0.03092463,-0.06587251,0.026497032,0.04647007,0.23472956,-0.3938524,0.19715671,-0.29395646,0.14492702,0.14226447,-0.14679077,0.05921004,1.0078635,11137.663022707162,21.718122,15.570382,3249.858575739464,29.716433,16.558882,11662.465254993873,56.57775,14.580919,,,196.5785416280289,-7.839411424100163,1.0,-353.9637152611901,-105.376875184322,-50.84886546320527,-5.725970349415027,-0.4961589012510773,,,,7.712999632771336,1.9779630000000008,0.9894630000000006,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177512,177512,3336794215781017728,88.40983691230811,0.01633823,10.812506333623272,0.012572852,3.948331043484417,0.018359661,6.090729,-2.6874786962208708,0.021609982,-5.465751860819585,0.013555319,0.05931326,-0.18356365,0.10301371,0.08225523,-0.32954565,0.15622069,-0.42109996,-0.03623432,0.1654907,-0.041999485,0.030049253,0.9938347,1823223.0412124505,410.9376,10.035268,1124062.106306441,411.79926,10.211566,1021950.5565456662,290.71396,9.72432,36.926674,0.44245014,196.5999622429036,-7.619546835527728,1.0,-240.57281052498087,-71.717724350831,-33.58241697649238,-2.8351679303809605,3.503190332797645,-33.132005079432346,-14.16824826907452,-10.88970501875509,3.017335792342669,0.4872459999999989,0.3109479999999998,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
177534,177534,3336800945993441024,88.17721603856785,0.14909528,10.807479361622548,0.13745238,3.8591874606418015,0.17829522,5.5851493,-0.300424644290663,0.19996214,-5.577063634372761,0.14450255,-0.17120364,0.16679972,-0.10523662,0.31181037,-0.43660492,0.30085453,-0.47611058,0.06889342,0.2055981,-0.13919066,0.28633726,1.0019302,1217.3865126276212,2.2920263,17.973795,171.04846324565247,11.723054,19.755745,1673.3704723216076,13.157129,16.688915,,,196.4903826814489,-7.820652024731156,1.0,-246.15254342466216,-72.86879234191758,-35.259399299408265,-0.0449112140479103,3.2138347993157934,,,,10.90627437503494,3.0668299999999995,1.2848799999999976,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177563,177563,3336809093547198848,88.33959324761112,0.02471563,10.915423884992665,0.02066409,3.5583105705637297,0.028712925,4.6131067,-0.8154315425775239,0.031203223,-4.540465529590747,0.022522692,0.041764144,-0.05009944,0.061739486,0.19037202,-0.3892082,0.1885926,-0.30238354,0.14717792,0.10815021,-0.14356495,0.0439702,0.99501914,19803.85933109392,7.660596,14.945493,6874.311614037141,16.176252,15.745469,18637.608267063937,16.3993,14.07192,15.540556,5.1980853,196.47529741692165,-7.628665806214802,1.0,-267.10841954159764,-78.99589872116772,-37.30766212141442,-0.7151918483995077,4.043557742730882,-12.93081574617428,-8.747370352742093,-5.962883836616292,7.701712253865658,1.6735489999999995,0.8735730000000004,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177601,177601,3336823215400106112,87.50721418833754,0.14866717,10.714799458676556,0.10963253,2.9049989689002627,0.16942959,5.2118382,-2.728244238930684,0.18248314,-4.440714102242531,0.11873127,-0.17776042,-0.1971632,0.14482044,-0.0613099,-0.21270409,0.065621845,-0.42501724,0.0066105495,0.26509598,-0.35761902,0.2642648,1.6080918,2477.6724122043765,4.575717,17.202257,494.4726233047149,9.4353075,18.603186,4190.142947518028,34.982346,15.692324,,,196.2418777866461,-8.438165365984927,0.59277344,-326.91795948138827,-95.23765360312288,-50.51358716271877,-4.321988653592254,2.794236204176565,,,,9.517986912889912,2.9108620000000016,1.5099330000000002,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177602,177602,3336823284117062400,87.49150159386298,0.036743697,10.721684638859545,0.029259987,2.864248919039826,0.04725707,5.281438,-2.282581988360061,0.046682924,-4.762709740919757,0.032072023,0.07328319,-0.18940651,0.13847527,-0.17993286,-0.47475183,-0.031475265,-0.50661576,0.05238361,0.4093192,-0.20546016,0.06608324,1.059321,10688.162920154227,12.424082,15.615109,3098.1370578725464,37.53167,16.61079,11888.486215587627,63.95299,14.56008,,,196.2280776795845,-8.44813605638691,1.0,-331.5837548328257,-96.51025571411928,-51.292348572965565,-3.652287443441301,2.160029008359544,,,,7.900162789317143,2.0507100000000023,1.055029000000001,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177603,177603,3336823284119586048,87.49145974122227,0.01619398,10.72261221150071,0.012787799,2.8942117638011893,0.020928012,5.500626,-2.419201937149374,0.020179782,-4.940075848457036,0.014016296,0.06966743,-0.18092738,0.18273671,-0.19589022,-0.48853543,-0.0297843,-0.4928233,0.01744392,0.43555573,-0.21960911,0.02881347,1.2376415,88770.91458572284,112.07598,13.31669,35835.63768508868,174.15657,13.952754,75738.90343693575,205.64853,12.549598,86.590904,7.4832063,196.2272434356768,-8.447710451100704,1.0,-328.1527273957141,-95.50644341610362,-50.75879663543879,-3.836961119583256,1.951366416235715,-79.7756128066476,-28.47702002886321,-20.10143375514459,5.624341522107365,1.403156000000001,0.7670919999999999,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177616,177616,3336827540429077760,87.84342362144605,0.20835142,10.830712559994115,0.20079683,2.573973542296609,0.2712685,5.353951,-2.238484088317809,0.26003733,-4.863535652090712,0.19334403,-0.25428218,0.19187032,-0.15484984,0.1962672,-0.57242286,0.0069355005,-0.5005979,0.14170419,0.21632016,0.055981033,0.3633635,1.0070149,622.8045206216714,1.440643,18.701487,100.95757173517586,12.80406,20.328196,841.3438056127081,14.947456,17.435461,,,196.30598396816603,-8.093928855697412,0.9482422,-369.1627772517362,-107.99264583141812,-54.69997322122458,-3.895164549507917,1.113705719416187,,,,10.754507392535622,2.8927349999999983,1.266026,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177698,177698,3336855822789021952,87.85569311062619,0.45714608,10.956960864713508,0.43044785,3.601341337617117,0.6056582,4.954596,-3.732419572912133,0.49809524,-3.2583840161587565,0.3517709,-0.4297228,0.45854416,0.02527286,0.32038337,-0.6572218,-0.025733246,-0.48848256,0.36567113,0.2526799,-0.07989278,0.72838783,1.0066057,268.419133792628,1.1542709,19.615334,37.871096472849885,6.2582593,21.392773,375.40094824578085,17.233747,18.311657,,,196.2013215481776,-8.020820816283196,0.5673828,-264.0386067549385,-76.71694052383796,-38.744703972790205,-4.682018459315491,5.814767074394904,,,,12.397655430264042,3.081115999999998,1.3036770000000004,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177733,177733,3336871353393249408,87.8122675340055,0.11645912,11.106684196288034,0.10406539,4.029828193738052,0.143695,7.704851,-3.585588117478262,0.14790595,-6.819698426747926,0.11626678,-0.12223335,0.1139163,-0.108007945,0.14095396,-0.41022626,0.043205142,-0.367592,0.23626849,0.19932294,-0.15106188,0.20997104,1.008303,1421.3048318554124,2.7642748,17.805649,170.6943285855423,10.694951,19.757994,2028.3719005706384,9.966326,16.480026,,,196.04870968830508,-7.983474036988268,1.0,-236.16711127629145,-67.93719365084559,-34.464850590516065,-3.999478136873005,2.120539402028187,,,,10.832081654896562,3.2779680000000013,1.3256230000000002,4.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0
177738,177738,3336872762142253824,87.63268395808954,0.015477366,11.062863691399958,0.013836067,4.046284210185058,0.017423049,6.7414737,-3.001727705784909,0.018302348,-6.036315119195806,0.015300641,-0.30698228,0.0059477873,-0.2276656,0.28878105,-0.36860195,0.25129914,-0.54180163,0.0882772,0.23563984,-0.3232286,0.028616423,1.2116598,74789.01178511984,90.66738,13.502772,29220.13045440081,167.35442,14.174336,66126.55570083587,201.32703,12.696956,19.130545,3.5085766,195.99863453026663,-8.158174613889269,1.0,-235.16397751784515,-67.42614674944318,-35.070775515264344,-3.3503152914736885,3.059647572164641,-16.098688711921586,-9.178376045675902,-9.216647454875304,6.538053921313932,1.47738,0.8058160000000001,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
177785,177785,3336894026524856704,86.421907309984,0.09133044,10.447335992775546,0.073608704,3.864455861344067,0.12435686,6.490591,2.16453526173948,0.12101191,-6.119032691542117,0.0818311,-0.0870495,0.00077613926,-0.076238066,0.15052986,-0.4298067,0.33750716,-0.84317064,-0.09167744,0.5390942,-0.2735379,0.17841028,5.638671,1762268.2215053863,1237.0072,10.072186,1395117.292951445,9104.717,9.9770155,1386441.493873216,8265.435,9.393142,,,195.9374680788911,-9.496133284847708,1.0,-245.4124016763681,-70.08112906077335,-42.69190981633133,2.470857066613997,2.4644232842207865,,,,3.00762775640462,0.583873500000001,0.6790440000000011,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177798,177798,3336898497586724992,86.74995128249051,0.13038117,10.514976185941414,0.103733405,4.686203743629916,0.15012364,7.5255837,-3.591125123015326,0.15480153,-6.61348838882069,0.11273831,-0.28234088,0.09446465,-0.012090787,0.1933453,-0.26643607,0.26727933,-0.69683677,0.0035653803,0.34600753,-0.37663385,0.23341759,1.1663066,1673.0829124347388,2.244352,17.628572,207.08539922217324,8.859111,19.548168,2378.420662466825,14.179306,16.307175,,,196.0416932947087,-9.183003730711096,1.0,-202.45460955646823,-58.2124176874845,-34.05492408435622,-3.7220297969521545,3.29836538095976,,,,10.982677833181189,3.240993,1.3213969999999975,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177802,177802,3336899322220299008,86.55824273827733,0.016664611,10.456302880335352,0.012232336,3.16642389094706,0.020596484,5.425622,-2.1726985769593408,0.02013538,-4.971594719480177,0.0132577745,-0.029245535,-0.15543078,-0.05815326,0.03662268,-0.23627703,0.21753152,-0.76624155,0.069787666,0.39321288,-0.19237609,0.028562535,0.93497056,41330.20212233124,39.692654,14.146698,15852.004471016677,57.539913,14.838332,36748.04948329833,90.97004,13.334809,20.667784,2.7013547,195.99765017293063,-9.375586509983297,1.0,-299.5277965968986,-85.87495290129041,-51.4477959435918,-3.397611885667577,2.529972466483386,-17.250378111266926,-9.955908865602677,-9.820404321051074,6.649543268323942,1.5035229999999995,0.8118890000000007,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
