ra,dec,parallax,pmra,pmdec,radial_velocity,radial_velocity_error,X,Y,Z,v_a_lsr,v_d_lsr,distance,SigMA_label,labels_final,ra_scaled,dec_scaled,parallax_scaled,pmra_scaled,pmdec_scaled,cluster_label
179.71169566509087,-64.3824115435855,2.142823862834303,-4.362516009030936,-8.836800753488873,3.3531675,6.601572,213.78316118715657,-414.4779314451116,-17.010195353498712,6.929003016466733,-15.795971322788326,466.6739144286478,0,0,1.4998678029182655,-2.721733372576718,0.6938629242163448,0.9439281398975737,-2.992608751348382,0
179.55490526121986,-64.41227111902286,2.1341556040258856,-4.366897874587092,-8.64959581584259,-8.543273,3.8433244,214.20753257758324,-416.375515999148,-17.431021199120686,6.882111196605792,-15.503624871994724,468.56939489960024,0,0,1.47821659405191,-2.737003264565383,0.6068956058244445,0.9432412006441561,-2.941258025795134,0
179.5739620092438,-64.38724040834065,2.188815369601139,-4.2424846589618745,-8.525435884130781,-9.443773,3.9966035,208.8826064438168,-405.9738239938656,-16.787063521369078,7.393549654545574,-14.747309106217134,456.8681369330054,0,0,1.4808481430599667,-2.7242028063231407,1.1552886961869069,0.9627452955009278,-2.9072006838350095,0
179.7922890410429,-64.18285840563881,1.9798927846805323,-4.170378741873647,-8.440511852396225,,,231.35698267227983,-448.6659817934656,-16.625959970517748,6.593733352909963,-16.4138549421681,505.07785458764425,0,0,1.510996953509761,-2.6196838685963972,-0.940799729830721,0.9740492445191721,-2.8839058354121745,0
177.8942792139585,-64.15061708641642,1.9642403913922624,-4.526014742992573,-8.317721674391876,,,226.7244514272599,-455.4725777463571,-18.06289697312343,5.673003746520696,-16.769714696853303,509.10265585730855,0,0,1.2489005102197346,-2.603195976357913,-1.0978378041178376,0.9182966601538456,-2.8502242199023864,0
179.66941938931495,-64.2190974222557,2.082462350952136,-4.388102285002788,-8.511293325918214,,,219.62023629379132,-426.7287708352121,-16.194943552921835,6.591581223330403,-15.61542680947406,480.2007582719484,0,0,1.494029866065516,-2.638216143801591,0.08826508288570727,0.9399170133377568,-2.903321349056102,0
179.7990747172343,-64.71242066194839,2.0869186956198487,-4.066686652473699,-8.682538322444682,-3.7577882,2.450424,220.23087056276412,-425.09202655841113,-20.103490011655563,7.341258716001696,-15.981303218629703,479.1753517273387,0,0,1.5119339884869818,-2.890496776572455,0.13297490917800545,0.9903049158913018,-2.95029422770748,0
177.48463617766225,-64.0829405523303,1.9933588139226608,-4.732993964466861,-8.279866912992627,-6.9121513,2.4726562,221.92790281430783,-449.5634302821294,-17.587812396764594,5.341647489637995,-16.48578687277246,501.66582805638245,0,0,1.192332845869597,-2.5685868651925428,-0.8056971125164337,0.885848802032598,-2.8398405757104292,0
168.0544030901548,-57.61222273501415,2.2231019177192413,-11.192826431386864,4.66582933244447,7.4642057,5.583042,153.16009979542906,-422.3998796672493,21.44985158444834,-7.473949682599856,11.547266275190127,449.8219321523213,5,5,-0.1098893641325458,0.7404743224602891,1.499280403477726,-0.12685056885419915,0.7111923369535511,3
169.74439163033838,-58.04997311140057,2.0993196056811234,-10.305686501282503,4.928648210474986,,,169.9708332563316,-444.44234754048097,22.02939308967186,-6.808508710849082,13.082214376688482,476.3448106204631,5,5,0.123481390466463,0.5166131031525484,0.2573913482212108,0.012225181748601897,0.7832841324245541,3
167.7990917352323,-57.60183249893499,2.1541696846170475,-10.883597874574413,4.8928598555210945,5.8347745,2.455203,157.07091612114942,-436.29122928294686,21.79840421829812,-7.568936011882536,12.304920776740287,464.21598407080575,5,5,-0.14514534495090473,0.7457877865783028,0.8076938235013923,-0.0783732180021713,0.7734673080589923,3
168.03661059147564,-58.04464654856152,2.09482148386098,-10.361259924407802,4.882884140291116,,,163.78697761854164,-447.97042828672875,19.39563209150741,-7.054521305051345,12.587734998953527,477.3676457417712,5,5,-0.11234633277122599,0.5193370547838665,0.21226237813115356,0.003513009888849372,0.7707309474618168,3
168.11507706466256,-58.01286327338233,2.0825705031420836,-10.52825752840502,4.61739257150157,,,164.9551012991248,-450.5143274803919,19.8865240594022,-7.569031936964601,12.071547034388146,480.1758204542163,5,5,-0.10151088648094193,0.5355907078222527,0.08935015731020805,-0.022666983071280504,0.6979060270456002,3
167.9142744387149,-58.265877207614,2.033521131354243,-10.645437638835745,4.757101423068859,,,168.9363843533866,-461.47783799250686,18.013773686399702,-8.429388121622223,12.56932522439154,491.7578600887419,5,5,-0.12923974926824663,0.40620188059494877,-0.4027547079775643,-0.04103715361692949,0.7362284718720644,3
167.7004447872382,-58.228477743278034,2.0483884690276923,-10.597278180928688,5.415946297148571,,,166.76396773827804,-458.47628512833256,17.81663197184542,-8.147775336645248,13.966422200196742,488.1886493310859,5,5,-0.1587675158383896,0.42532759730321806,-0.2535929769236643,-0.033487259254424646,0.9169510678484402,3
167.78538066144603,-58.24388045985063,2.1051363698193613,-10.073519375794104,5.329472917845365,6.2172813,2.2063591,162.636087240545,-445.9824808981186,17.358241436823327,-6.303252827436476,13.452469356646386,475.02860828242143,5,5,-0.14703870905355118,0.4174508001635877,0.3157500555465487,0.04862171418604431,0.893231229984703,3
167.7627007420585,-58.200120132878915,2.0021529135688203,-10.787327962010329,4.382778699650849,,,170.77161804281872,-468.9936485898224,18.56479154116685,-9.161177365601636,11.8284543596412,499.4623503643928,5,5,-0.15017058230349276,0.4398293992045761,-0.7174672521948915,-0.06328111145169621,0.6335509267161694,3
167.6586368525288,-58.24996323477165,2.283374060659487,-10.858278300543542,5.290110804061415,,,149.51688324742062,-411.3330545044202,15.767518567431916,-6.167732907786103,12.402351910526097,437.94839278816136,5,5,-0.16454077940756429,0.41434012914181834,2.1039816198461643,-0.07440390195202772,0.882434115723035,3
167.58047523416084,-58.19825849726432,2.0621992070611443,-10.632615848823146,5.279534462152536,,,165.0903507455986,-455.6066551615488,17.730967891017123,-8.070450372258811,13.5436911282487,484.9192049807387,5,5,-0.17533412825312822,0.44078142127256437,-0.11503194888698252,-0.03902709859678873,0.8795330019086849,3
167.59330873303972,-58.150963352557135,2.067418080130051,-10.441443727761133,4.7038945852078,4.930865,0.12051676,164.57563144736707,-454.4766634582254,18.076946765781173,-7.569792827120421,12.20241506342436,483.6951024134871,5,5,-0.17356194859255866,0.4649676911939875,-0.06267179145954395,-0.00905729864888038,0.7216337193889764,3
167.61197672611425,-58.06558574041391,2.0991717763296855,-9.79043570927436,4.973522918485569,-9.824135,3.7865987,161.89488318074672,-447.6432467332588,18.4907713160712,-5.7366012306998355,12.663782731435218,476.3783561097884,5,5,-0.17098408281000202,0.508628958863794,0.25590819888772753,0.09300036525182938,0.7955933633898592,3
167.55968233418778,-58.04142078506295,2.1006363847000493,-10.414962490357455,4.829605187056906,3.1225739,2.639766,161.50892505014596,-447.42574281921185,18.576075879336077,-7.133038101819265,12.32163875384042,476.04621498679336,5,5,-0.17820542272740172,0.5209866783797407,0.2706023912601542,-0.0049058701720061815,0.7561164135734869,3
167.9388158677889,-58.1051754295192,2.1956675109605825,-9.64557962008903,4.745025914574138,,,156.08384807645484,-427.48682229277904,17.905176224420412,-4.436916564332049,11.751037013853548,455.4423632030289,5,5,-0.1258508198845519,0.4883831828389173,1.224035185238937,0.1157092622918557,0.7329161333706092,3
167.86972765408737,-57.96823916964634,2.1388283230062584,-10.546292342726716,4.921562456952671,,,159.56459346744376,-439.05067898757966,19.303619804482697,-6.989848289514701,12.415488498970651,467.5457067982141,5,5,-0.13539122100683984,0.5584110337699245,0.6537762825905027,-0.025494277000522324,0.7813404946709931,3
167.667460782549,-58.014291782978376,2.0960680645350296,-10.859067152291471,4.962266024881535,7.459441,3.5507467,162.1884133997019,-448.2662147926099,19.00573770449556,-8.18352703707915,12.675071156426158,477.0837440442707,5,5,-0.16332228167318183,0.534860182122644,0.22476913188381792,-0.07452756919462908,0.7925055727508371,3
167.75054409963013,-57.94389582936211,2.0825599838205933,-10.121013691848455,4.976707083800244,,,163.34226720375133,-451.1073555328077,19.814271593208872,-6.658903670306126,12.810001681523667,480.17824589399544,5,5,-0.1518492947618584,0.5708599775790316,0.08924461856228476,0.04117609322989085,0.7964667869290342,3
167.7383176940219,-57.89905524144214,2.126003491115344,-10.688563973803433,5.237751906185393,3.1828291,3.5975633,159.82266073325698,-441.9408731873785,19.729741904605955,-7.45420576536118,13.16342976777544,470.3661137806411,5,5,-0.1535376408275167,0.593791011400416,0.5251067004944203,-0.047798011969538534,0.8680719550401671,3
167.61017502973658,-57.850485437402014,2.00789808173512,-10.405550867675103,5.129677136372779,,,168.5550113523936,-468.1697948183548,21.056254281347,-8.19395033889629,13.570518095702424,498.0332463567337,5,5,-0.17123287931555062,0.6186291295163056,-0.6598268563349518,-0.003430422562760966,0.8384268083167188,3
168.61934229250963,-57.92269704166501,2.1462559264111727,-11.014993743166343,4.7013198715561,,,161.6809406666852,-436.48145667919647,20.779679467076043,-7.91091074466634,12.078998562524172,465.9276592759997,5,5,-0.031876830425195624,0.5817008282503515,0.728296294565304,-0.0989719741063859,0.7209274697794898,3
168.3150287883044,-58.44817847702781,2.069046565627031,-10.249619373407093,4.746991351199294,,,168.12717580929748,-452.81246454532027,16.939132700910143,-7.078372048523236,12.42990536144582,483.3144002715796,5,5,-0.07389952491241843,0.3129748118047202,-0.0463334448731527,0.021014751047436903,0.733455256953564,3
168.12888935622928,-58.44465995108801,2.314865959814261,-10.838533458038508,5.3053925736462,,,149.6277647231273,-404.97592464637376,14.89248045088036,-5.798927138141052,12.373527327715966,431.99045532650945,5,5,-0.0996035452007949,0.3147741512217431,2.4199350403761706,-0.07130852917177348,0.8866259386833834,3
168.4044784839367,-58.39288420156284,1.9355093944493575,-10.839405889788054,4.4839800201934645,,,179.91449232451436,-483.9602123267351,18.726784471445793,-10.139153849804726,12.565016280319384,516.6598534048939,5,5,-0.06154740389383655,0.341251758197106,-1.3860915138967782,-0.07144529914041134,0.6613106712087493,3
168.29076983115823,-58.31856153523645,1.9979891524090057,-10.918697404930114,5.751678405703528,,,173.604160138831,-469.0638582738307,18.551644587532493,-9.50208048647754,15.211163703641551,500.50321784494423,5,5,-0.07724944770797335,0.3792596357536573,-0.7592416327823508,-0.08387572483832591,1.009043122591107,3
168.08284520470832,-57.93487529222708,2.0448404970063674,-10.618755196383486,4.40042571884525,,,167.63026161152786,-458.9364864314135,20.816119977649425,-8.222469726068342,11.764706750455211,489.0356981211949,5,5,-0.10596178854376467,0.575472991184018,-0.2891892390154803,-0.03685418249136262,0.6383915428392164,3
168.23859338555465,-58.280325800222926,1.9571285361380049,-9.888205293344676,4.163637787018995,,,176.8941722383501,-478.971569220307,19.16486418947151,-7.549238605169786,11.641792724608736,510.9526439041641,5,5,-0.084454500401099,0.39881301302751027,-1.1691899630604752,0.0776731571877045,0.5734400930836242,3
168.1156314386101,-58.36644995781727,2.092056197509164,-10.590056514483742,5.093585849837777,2.5158908,2.125936,165.27789145960375,-448.1905792821103,17.06209874429361,-7.60037858594692,13.057536600489495,477.9986317722326,5,5,-0.10143433290475258,0.3547699693868072,0.18451868197274618,-0.032355128180901804,0.8285268891531319,3
168.05879288323922,-58.32948017293381,2.258628143932702,-10.565261355846548,5.0957076672675035,,,152.78587715551242,-415.2416254856833,15.98270676944412,-5.781189852711842,12.201715007018842,442.74663037661855,5,5,-0.10928317698968393,0.3736759522665321,1.8557096120021053,-0.028468024036713956,0.8291089083342384,3
167.91405491110334,-58.31436897449405,2.071276665020759,-10.213792396574048,5.213492755475016,2.6138773,1.788667,166.00497762731442,-453.0263791322575,17.306609262142395,-6.989150142647079,13.405388926598404,482.79402596850946,5,5,-0.1292700638669244,0.38140366991203367,-0.02395919782926187,0.026631298703339083,0.8614176167201106,3
167.99850869849604,-58.29671970982549,2.036731642801995,-10.695057327685976,4.300552447842638,,,169.0947457245694,-460.59872472324514,17.882754051763296,-8.50189930053876,11.50574328011143,490.98269943126576,5,5,-0.11760782851801571,0.39042932956127147,-0.37054413634507616,-0.04881596644830732,0.6109960852522451,3
167.9640818685353,-58.27585513370311,2.1279940136328293,-10.540630023122027,4.906634592565771,6.4306827,2.3821206,161.6521656114406,-440.911171867219,17.218806325579063,-7.091900052592268,12.420938506150794,469.9261339992393,5,5,-0.12236183429696579,0.40109926773391535,0.545077309283385,-0.024606602663642486,0.7772457486837041,3
167.93199858237162,-58.2616589475721,2.0121116372444763,-10.815845111863082,4.80834171684763,,,170.79059055359227,-466.364844248439,18.269679939333912,-9.09410013033217,12.812898891896062,496.9903167845441,5,5,-0.12679221978420585,0.40835905712128545,-0.6175528966340373,-0.06775170722383968,0.750283796994274,3
168.14200047830587,-58.34303696272898,2.012323852481871,-10.842367523942784,4.773065683413739,,,171.85712882104403,-465.9285860714432,17.97113408357902,-9.144353285971292,12.769227480749986,496.9379052813314,5,5,-0.0977930285139053,0.3667431438507012,-0.6154237735279976,-0.07190959060008159,0.7406075035468564,3
168.17116397547838,-58.25046093911577,2.3247645326682527,-10.289533918775916,5.338506883857222,,,148.60879190397756,-403.33800068837894,16.24331373974943,-4.5830496566585115,12.430084339363807,430.1510909804909,5,5,-0.09376583709806638,0.4140856080555106,2.51924591191851,0.014757400691799486,0.8957092667029906,3
168.03548500856115,-58.294154286862295,2.100458190573939,-10.73445411433949,4.466025336668576,6.020197,2.1069758,164.0965849546382,-446.5728319535548,17.42033281756033,-7.833903398927368,11.584844204730228,476.08660076530987,5,5,-0.11250176467379268,0.39174126152880384,0.2688145967741436,-0.054992148456630745,0.6563856620841286,3
168.0116960308143,-58.28765738636354,2.1185139519884975,-10.611074090340583,4.899130402569095,-10.346798,15.073416,162.58940728470003,-442.8062226710704,17.282960727894768,-7.352428518406289,12.463121425222452,472.02898950057494,5,5,-0.1157867879481621,0.3950637122811662,0.44996529686898395,-0.035650025681229325,0.7751873328862167,3
168.3680054576206,-58.1592800936813,2.0556991325275424,-10.246319346322377,4.753358093920407,,,168.54385205707464,-455.90800868377727,19.41393059330406,-7.220910812229395,12.56514189201178,486.4525086268196,5,5,-0.06658396921455581,0.46071459191834047,-0.1802462051786729,0.02153209191807326,0.735201668465197,3
168.24905988493737,-58.131436980199425,2.099082912476514,-10.60531132209644,5.0212550803066245,,,164.5247945976294,-446.682023779117,19.034565763786805,-7.548537048274082,12.918242399582086,476.39852340096104,5,5,-0.08300918003301586,0.4749532851773386,0.2550166414039114,-0.03474660414432492,0.8086864002111821,3
168.31310268688156,-58.135211037928435,2.085369175202355,-10.143520410177,5.045507244883263,8.563477,4.715111,165.8632890009746,-449.5216800581668,19.235177635835136,-6.653463792581608,13.063032238539872,479.531399951265,5,5,-0.07416550052810714,0.4730232693269162,0.11742880718897926,0.03764774483869625,0.8153388222194106,3
168.17674742180955,-57.785932404251575,2.0787238127696126,-10.416710099954583,4.984952245531323,4.881574,3.5825984,164.8058598144378,-451.4278121300658,21.792314204905352,-7.356230956013349,12.973318080997192,481.06438857196616,5,5,-0.09299481821090441,0.6516409131505334,0.0507568995670401,-0.0051798406114301875,0.7987284529006592,3
168.26210109405724,-57.68556786720852,2.038609767128458,-10.6287156134492,4.28879451036155,,,168.07421522109072,-460.25491349572417,23.162794705485528,-8.312848590120892,11.611731399817687,490.5303683542037,5,5,-0.0812083176361274,0.7029663462048328,-0.351701201461717,-0.03841566386845302,0.6077708571773082,3
168.03425568074465,-57.83549627322029,2.0465267645895127,-10.721510812815584,5.458238196861723,,,166.99220034134328,-458.7082160889611,21.5021265486935,-8.442405864384943,14.207581676857163,488.6327495455832,5,5,-0.11267152272443351,0.6262944400474423,-0.2722711735725187,-0.05296304423797171,0.9285518288251564,3
168.07527532164835,-57.768690291536494,2.045738127216561,-10.73286645515918,5.341907257868829,5.029311,2.96655,167.0098030367219,-458.8736653422605,22.10816757613628,-8.476433895222916,13.96141803853302,488.82111874240906,5,5,-0.10700711475747972,0.6604583593117501,-0.2801834520387138,-0.05474325323197638,0.8966419967625918,3
167.8130987988201,-57.75003880313638,2.271659726467861,-10.514241325899029,4.527178284862681,,,149.417510805613,-413.6069524660499,19.639253649794423,-5.558799139502697,10.969161694820723,440.20677408181706,5,5,-0.14321110757504327,0.6699965462794493,1.9864534917747037,-0.020469681588196353,0.6731600500835568,3
167.7012085562635,-57.69447033503918,2.103989631154164,-10.174990988998443,5.122124200849761,9.357842,5.5758743,160.72557791450888,-446.7725193719972,21.443528795204596,-6.548187430407012,13.042641795206482,475.2875133949402,5,5,-0.15866204686653862,0.6984137120760617,0.30424500143906463,0.03271414392301894,0.8363550215142965,3
156.75843138225542,-55.44181409696015,2.09290721367704,-13.469236923905184,2.231577229801753,12.333755,5.329582,110.6380623966889,-464.5609390387326,15.46841757912158,-14.941149104850348,4.327445377260212,477.8042683713124,2,3,-1.6697516819652913,1.8503998652356664,0.1930567973733207,-0.4837204235228241,0.04347163886807499,1
